movieId,title,genres,overview
6153,Zapped! (1982),Comedy|Sci-Fi,"Легкая комедия о старшекласснике, увлекающемся научными опытами. Он случайно наделил себя телекинетическими способностями, когда его стукнуло по голове после взрыва в лаборатории. Новые возможности круто меняют его жизнь…"
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance,"Журналистка Энди Андерсон из журнала получает довольно необычное редакционное задание, которое к тому же надо сделать очень быстро. Ей вменяется в обязанность написать статью о том, что выдумывают женщины для того, чтобы отделаться от мужчины, когда они его больше не хотят лицезреть рядом. На все про все у нее только 10 дней, через которые материал должен лежать на столе главного редактора.  Ей необходимо найти в толпе парня, влюбить в себя, а затем совершить все классические выкрутасы капризной красотки. На беду Энди ее выбор пал на молодого рекламного агента Бенджамина Бэрри, который сам как раз заключил со своим боссом пари, что он сможет влюбить в себя девушку за 10 дней. Может ли такое странное знакомство, основанное на авантюре и замешанное на лжи, привести к взаимности?"
6156,Shanghai Knights (2003),Action|Adventure|Comedy,"После приручения Дикого Запада в комедии «Шанхайский полдень», Чон Ванг и Рой О`Баннон — опять в седле, но на сей раз совсем в другом месте — они оказались в цивилизованном Лондоне в продолжении этого фильма, «Шанхайских Рыцарях».  Когда китайский предатель убивает отца Чона и убегает в Англию, Чон и Рой отправляются за ним в Лондон с планами мести. Сестра Чона, Лин, хочет того же, и раскрывает всемирный заговор против королевской семьи, но почти никто не верит ей.  С помощью любезного инспектора Скотланд Ярда и 10-летнего уличного мальчишки, акробатический Чон дает Викторианской Англии хороший пинок, поскольку он одновременно пытается мстить за смерть своего отца и держать склонного к флирту Роя подальше от сестры."
6157,Daredevil (2003),Action|Crime,"Он живёт в мире вечной ночи, но эта темнота заполнена звуками и запахами, её можно попробовать на вкус и потрогать руками. Адвокат Мэтт Мердок слеп, но остальные органы чувств у него работают, как у супермэна.Днём Мердок защищает униженных и оскорблённых в зале суда, а ночью превращается в сорвиголову в маске, восстанавливая справедливость на улицах города самыми радикальными методами."
6158,"Jungle Book 2, The (2003)",Animation|Children,"Продолжение невероятной истории об удивительном мальчике, выросшем в джунглях. После того, как Маугли вернулся жить в настоящую человеческую семью, он обрел настоящую дружбу и любовь, но его прошлая жизнь в джунглях продолжает напоминать о себе. Малыш соскучился по своим друзьям, оставшимся в лесу. Друзья Маугли во главе с веселым мишкой Балу тоже очень скучают по своему «лягушонку». Но Балу далеко не единственный, кто жаждет увидать «любимчика джунглей»: тигр Шер Хан жаждет поквитаться с дерзким выскочкой. Кто встретит Маугли в джунглях первым — старые друзья или тигр-людоед? Но нашему маленькому герою не привыкать к опасности, ведь из самых сложных ситуаций он находит самый смешной и оригинальный выход!"
6159,All the Real Girls (2003),Drama|Romance,"Фильм этот ни о чем ином как о любви. Молодой человек из маленького городка ведет довольно насыщенную личную жизнь. Он не пропускал ни одной юбки, пока не встретил молодую девушку, достойную настоящей любви. Ею оказалась Ноэль - младшая сестренка его лучшего друга - скромница и красавица. Все говорят, что он ей не пара, имея в виду его разгульный образ жизни, да и сам Пол вскоре понимает, что любить по-настоящему - это не так просто..."
6162,Gerry (2002),Adventure|Drama,"Кто сказал, что в миг опасности нужно вставать в позу героя, жертвы или святого? Два парня по имени Джерри, слоняясь по пустыне в поисках некоей загадочной «штуки», забрели далеко от цивилизации. В кого их превратит экстремальная ситуация? В Авеля и Каина, Авраама и Иакова, Робинзона и Пятницу, во всех сразу? Или ни в кого?"
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller,"Две стороны одной медали: одна история, рассказанная с двух противоположных точек зрения.Анжелика живёт в Бордо, работает официанткой в маленьком кафе и учится на художника, готовит свою первую выставку. Анжелика счастлива. Счастлива потому, что любит. Объект её любви — Лоик Ле Гаррек, врач-кардиолог с хорошей практикой, умный, сильный, добрый. Но и у него есть недостатки — он женат, хотя и несчастлив в браке. Постепенно жизнь доктора Гаррета начинает рушиться: у беременной жены в результате аварии случился выкидыш, а самого Лоика обвиняет в нападении одна из пациенток, которая на следующий же день умирает при весьма сомнительных обстоятельствах…"
6166,Dennis the Menace (1993),Comedy,"5-тилетний Деннис - шалун и непоседа, он не даёт покоя всем своими проделками. Особенно достаётся от его проказ соседу - мистеру Уилсону, любителю-садоводу. В городке объявляется страшный оборванец, ворующий вещи у горожан. Подозрение падает на Денниса и мальчишка, обидевшись на всех, решает бежать, куда глаза глядят..."
6169,"Black Stallion Returns, The (1983)",Adventure|Children,"Продолжение знаменитой истории о крепкой дружбе маленького мальчика и его самого большого сокровища — вороного скакуна по кличке Уголек. Уголек — прославленный чемпион скачек, но для его владельца Алека, он — гораздо большее. Поэтому когда таинственные иностранцы похищают прекрасное животное, для маленького мальчика это становится настоящей трагедией и он решает в одиночку отправиться на поиски своего друга. Прячась на борту самолета, летящего в Касабланку, пересекая опасные, безжизненные пески Сахары, Алек испытывает множество опасных приключений. Поиски, полные отчаяния и тревоги, открывают ему, наконец, все подробности похищения. Но теперь, чтобы вернуть своего любимца, ему предстоит пройти еще более тяжелые испытания."
6170,"Black Stallion, The (1979)",Adventure|Children|Drama,"Отправившись в морское путешествие со своим отцом, Алек и не подозревал, что судьба приготовила ему совсем не детское испытание. Корабль, на котором они путешествовали, помимо пассажиров перевозил великолепного, черного, как южная ночь, арабского скакуна. Внезапно корабль терпит крушение, выжить после которого удается только Алеку и жеребцу. Они попадают на необитаемый остров, где, испытав на себе все прелести жизни вдали от цивилизации, они становятся неразлучными друзьями. Когда же Алека находит поисковая команда, он забирает своего друга домой, где они начинают готовиться к участию в самых престижных скачках против лучших скакунов планеты."
6178,"Patch of Blue, A (1965)",Drama|Romance,"Слепая, необразованная белая девушка находит себе друга в лице черного мужчины, который полон решимости помочь ей «сбежать» из ее бедной и полной насилия семейной жизни."
6181,"Red Badge of Courage, The (1951)",Drama|War,
6182,"Thrill of It All, The (1963)",Comedy,"Беверли Бойер, домохозяйка, мать двоих детей и жена успешного врача Джералда Бойера, приглашена вместе с мужем на семейный ужин к одной из пациенток Джералда миссис Фроли. Главой семьи оказывается производитель мыла «Радость» мистер Фроли, и Беверли во время ужина рассказывает, как это мыло «спасло ей сегодня жизнь». Мистер Фроли так восхищён рассказом и непосредственностью Беверли, что предлагает ей рекламировать мыло на телевидении. После некоторого колебания она соглашается, и, несмотря на не очень удачное начало, её карьера телезвезды стремительно идёт вверх. В результате, для семьи и детей почти не остаётся времени, что не может не вызвать неудовольствия Джералда. Благополучие семьи Бойер оказывается под угрозой."
6183,Pillow Talk (1959),Comedy|Musical|Romance,"Обладатели спаренного телефонного номера дизайнер Джен Морроу и композитор Брэд Аллен никогда друг друга не видели, но друг друга терпеть не могут. Брэд постоянно занимает линию, играет своим многочисленным поклонницам одну и ту же мелодию, а Джен, вынужденная всё это слушать, не имеет возможности позвонить или принять звонок, возмущается и жалуется в телефонную компанию. За Джен безуспешно ухаживает миллионер Джонатан Форбс, который по стечению обстоятельств является другом и спонсором Брэда. Однажды он рассказывает ему о своей возлюбленной и о ненормальном типе, с которым ей приходится делить телефонный номер, и композитор-ловелас догадывается, что речь идет о нём. Описание внешности неприветливой дамы на другом конце провода интригует его, а когда он случайно встречается с Джен в ресторане, узнав её голос, он решает приударить за ней, выдав себя за другого."
6184,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi,"Фильм об инопланетянине, который — после приводнения его космического корабля в каком-то лесном озере — остался жить среди людей, сохраняя некую свою изначальную двойственность: оболочка человеческого тела и душа пришельца."
6185,Dark Blue (2003),Action|Crime|Drama|Thriller,"Полицейский департамент Лос-Анджелеса, апрель 1992 года. Действие этого драматического триллера происходит за несколько дней до оправдания четырех белых полицейских в жестоком избиении темнокожего Родни Кинга и последующих беспорядков в Лос-Анджелесе.  В этой напряженной расистской атмосфере, элитному отделу Полицейского Департамента Лос-Анджелеса по специальным расследованиям поручено разобраться с убийствами."
6186,Gods and Generals (2003),Action|Drama|War,"Эта эпическая картина повествует о первых годах Американской Гражданской войны, от сражения при Булл-Ран до битвы при Фредериксберге, исследуя мотивы сражающихся и жизни тех, кто остался дома. Как автор сценария, продюсер и режиссер, Рональд Максвелл («Геттисберг») наносит тройной удар, выводя эпическую драму на больший экран. «Боги и генералы» - роман Джеффри Шары о событиях, предваряющих произошедшее в книге его отца Майкла Шары «Ангелы-убийцы», легшего в основу «Геттисберга». Здесь же исследуются личности генералов армии Конфедерации Ли и Джексона и их противников – генералов Союзников Хэнкока и Чемберлена перед кульминационной битвой при Геттисберге."
6187,"Life of David Gale, The (2003)",Crime|Drama|Thriller,"Дэвид Гейл — человек, который пробовал жить в соответствии со своими принципами, но, в причудливом повороте судьбы, этот преданный отец, популярный профессор и ярый противник смертной казни окажется в камере смертников за убийство активистки Констанции Харравей. За три дня до исполнения приговора Гейл соглашается дать интервью репортеру Битси Блум. Но журналистка вскоре понимает, что ее участие в этом деле не ограничится одним интервью и что жизнь человека находится в ее руках. Поставив на кон свою собственную безопасность, она начинает расследовать те ужасные события, которые окружали смерть Констанции."
6188,Old School (2003),Comedy,"Митчу, Френку и Берни уже за тридцатник, скоро они станут ответственными взрослыми, женятся, заведут семьи и найдут работу, а детство всё не перестаёт в них бурлить.Очередной озорной придумкой становится попытка вновь пережить сладкие мгновения совместной учёбы в колледже, когда их слава гремела буквально по всем углам. Они снимают большой дом близ колледжа и устраивают в нём «студенческое братство»…"
6192,Open Hearts (Elsker dig for evigt) (2002),Romance,"Сесиль и Йоахим любят друг друга и собираются пожениться. Но все их планы рушатся в одно мгновение: Йоахим попадает под машину и остается полностью парализованным. Сесиль пытается его утешить, но Йоахим пребывает в отчаянии.  Чувствуя свою беспомощность, Сесиль изливает горе доктору Нильсу, жена которого была за рулем автомобиля, сбившего Йоахима. Нильс искренне сочувствует Сесиль, но в своих утешениях заходит слишком далеко. Их дружба перерастает в страстную любовь. И, кажется, Нильс даже рад тому, что его собственная жизнь тоже рушится…"
6193,Poolhall Junkies (2002),Comedy|Drama|Thriller,"В жестоком мире профессионального бильярда, где меткий удар стоит тысячи долларов, а поражение недопустимо, Джонни — живая легенда. Он непобедим, но у него есть заклятый враг, хитрый и безжалостный Джо, которому брат Джонни задолжал крупную сумму.  Теперь Джонни придется слезть со своего трона, чтобы в решающем поединке спасти жизнь брату и отстоять свою честь, сразившись с гениальным подопечным Джо, мечтающим стать новым королем бильярда."
6195,Stone Reader (2002),Documentary,
6196,Cradle 2 the Grave (2003),Action|Crime|Drama|Thriller,"Профессиональный грабитель и секретный агент объединяют свои усилия в борьбе против банды свирепых гангстеров под руководством жестокого мафиози… В центре сюжета — бесценные сокровища — черные алмазы из Тайваня. Сначала их похищает банда чернокожего вора Тони Фейта. Но драгоценности приносят ему лишь неприятности: хозяин камешков, торговец оружием Линг, похищает дочь Фейта и требует вернуть бриллианты.  Только возвращать уже нечего: камни снова украдены, на этот раз бандой местного мафиози Джамба Чемберса. Чтобы вернуть дочь и уцелеть самому, Фейт вынужден объединиться с агентом тайваньской разведки Су, который тоже идет по следу бриллиантов. Дело в том, что черные алмазы — совсем не ювелирные драгоценности…"
6197,Spider (2002),Drama|Mystery,"Проведя 20 лет в доме для умалишенных, странный и нелюдимый Деннис Клег возвращается в мрачные закоулки Ист-Энда, где прошло его детство. Словно паук, он рыщет по паутине воспоминаний, опутавшей его больной разум, заново переживая боль и страх, ставшие его единственными друзьями в родном доме, больше похожем на ад.  Отважитесь ли вы приоткрыть заржавевшие двери его сознания, чтобы во мраке узреть картины жизни одинокого Паука?"
6201,Lady Jane (1986),Drama|Romance,"В 1547 году умер Генрих VIII. Английское Королевство осталось без монарха. Единственный сын короля и наследник престола, несовершеннолетний Эдвард, смертельно болен, и дни его сочтены.  Протестанты не желают больше видеть на престоле католиков и готовы пойти на всё, чтобы короновать «своего человека». Их неожиданный выбор падает на скромную дочь герцога Саффолка, кузину короля Эдварда, Леди Джейн Грэй.  По плану протестантов Джейн выдадут замуж за Гилфорда Дадли — сына самого влиятельного человека Англии, Джона Дадли, который и станет тайным правителем Британии.  По загадочной иронии судьбы у древней Англии внезапно появился уникальный шанс получить великолепную, не погодам мудрую королеву, а у Гилфорда — прекрасную и любящую жену.  Но всё это было слишком хорошо, чтобы быть правдой, а посему этой удивительной истории было суждено закончится быстро, жестоко и кроваво…"
6202,Late Marriage (Hatuna Meuheret) (2001),Comedy|Drama|Romance,"Яша и Лили мечтают о том, чтобы их 32-летний сын Заза женился по грузинскому обычаю. Каждый вечер они рассматривают кандидатуры потенциальных невест. Заза очаровывает девушек, но из этого ничего не получается. Втайне он безумно влюблён в Юдит, мать-одиночку, у которой шестилетняя дочь. И однажды родители узнают об этом..."
6203,Life Stinks (1991),Comedy,"Бедные мечтают о богатстве, а миллионеры, как явствует из многочисленных американских фильмов, не прочь окунуться в нищету, грязь и вонючее дерьмо. Мэл Брукс играет одного из таких богатеев, который заключает пари, что сможет целый месяц просуществовать среди отбросов общества, не имея в начале этого социального эксперимента ни цента в кармане.  Разумеется, герой фильма не только открывает для себя новые «горизонты» жизни, сталкиваясь с бесправием и беззаконием, но и познаёт красоту человеческого духа, беспредельную доброту и самоотверженность убогих и нищих. Здесь ему даже удается найти свою любовь!"
6204,"Meteor Man, The (1993)",Comedy,"Однажды кусок метеорита попадает прямо в грудь Джефферсону Риду, темнокожему парню, который работает школьным учителем. После этого он превращается в настоящего супермена: теперь он умеет летать, обладает сверхъестественной силой… Друзья Джефферсона и члены его семьи считают, что он должен использовать свою суперсилу для борьбы с местной бандой «Золотые лорды», терроризирующей их район."
6210,Volcano High (Whasango) (2001),Action|Comedy,"Он обладает сверхъестественными способностями и неуживчивым характером. Его энергия выжигает все вокруг, но желание закончить школу боевых искусств превыше всего. Одно его появление в школе повергло всех в шок: явный талант и ураганная реакция — это то, что наконец-то поможет вернуть Таинственный Манускрипт…"
6212,Bringing Down the House (2003),Comedy,"Немолодой одинокий мужчина знакомится с женщиной через Интернет и назначает ей свидание. Откуда ему знать, что вместо милой застенчивой красавицы он столкнётся с пышнотелой, грубой и невоспитанной афроамериканкой, к тому же сбежавшей из тюрьмы, а сейчас явно собирающейся перевернуть его налаженную, размеренную жизнь верх дном…"
6213,Tears of the Sun (2003),Action|Drama|Thriller,"Команда по выполнению спецопераций особой сложности послана в джунгли, в самое сердце Нигерии. Задача отважных ребят — разыскать и освободить из плена врача. Когда они находят несчастную женщину в забытой богом деревеньке, выясняется, что характер операции надо срочно менять: врач заявляет, что покинет джунгли, только если вместе с ней спецбригада прихватит еще 70 человек беженцев."
6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller,"Темнота ночи, багровые отблески на стенах притона, бледные, как простыня, лица. Герой мечется в лабиринте лестниц и переходов одного из подпольных гей-клубов. Цель — найти и убить человека, которого он никогда даже не видел в глаза. Но у него есть веская причина ненавидеть: незнакомец до смерти изнасиловал его подругу, с которой случайно столкнулся в безлюдном городском переходе."
6215,Laurel Canyon (2002),Drama,"Закончив учебу в Гарварде, Сэм и его подруга Алекс отправляются в Лос-Анджелес, чтобы заняться научной работой в доме матери Сэма — Джейн, которая должна быть в отъезде. Но их ждет не очень приятный сюрприз: Джейн дома, более того — она приютила рок-группу, от которой пытается получить новый хит для своей звукозаписывающей компании.  Вольный нрав Джейн и ее отвязной тусовки смущает и раздражает «правильного» Сэма, а вскоре его жизнь и вовсе превращается в хаос, когда он замечает, что Алекс больше нравится компания Джейн и шумные вечеринки, чем ее диссертация о жизни насекомых…"
6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama,"В 1938 году Йеттель и ее пятилетняя дочь Регина едва успевают бежать из Германии в Африку, где уже обосновался их муж и отец Вальтер. После «цивилизованной» Европы Вальтер и Йеттель не сразу свыклись с тем, что неопределенное время они должны будут провести на отдаленной ферме в Кении. А Регина быстро привыкла к новой жизни, выучила язык и подружилась с местными жителями. Красота «черного континента» приводит ее в неописуемый восторг, передающийся ее родителям."
6217,"Safety of Objects, The (2001)",Drama,"Четыре семьи, живущие по-соседству, которые уже давно забыли что такое счастье, пытаются наладить нормальные человеческие отношения друг с другом. При этом они начинают понимать, что для этого им придется избавиться от многих любимых и таких привычных вещей."
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,"Джесс только 18, но она твердо знает, что сделает ее счастливой: футбольная карьера, такая же, как у знаменитого игрока «Манчестер Юнайтед» Дэвида Бекхема. Пока она гоняет мяч в лондонском парке, доказывая соседским мальчишкам, что девушки играют в футбол не хуже, ее родители и многочисленные родственники, как и положено традиционной индийской семье, подыскивают для нее достойного мужа и строят планы о ее будущей карьере юриста.  Однажды, во время очередной разминки, Джесс знакомится с Джулз и та приглашает ее на тренировку в женскую футбольную секцию. С замиранием сердца она следует за своей новой приятельницей, и мечта становится реальностью: Джесс принимают в настоящую футбольную команду. В довершение ко всему она влюбляется в своего тренера Джо.  Понимая, что семья никогда не примирится с ее выбором, Джесс наслаждается своим кратковременным счастьем и готовится отстаивать свои права до конца…"
6219,"Hunted, The (2003)",Action|Drama|Thriller,"После безуспешных попыток поймать в диких лесах Орегона изощрённого убийцу, агенты ФБР обращаются за помощью к бывшему эксперту по подготовке элитного спецназа Эл Ти Бонэму. Только он в силах выследить и нейтрализовать Арона Хэллема, своего лучшего ученика, умеющего выживать в экстремальных условиях, даже когда шансы равны нулю. Хэллем — гений слежки и маскировки, убийство — его любимое ремесло, но после очередной операции в горячей точке его разум не покинул поле боя, и теперь остановить безжалостного охотника на людей сумеет лишь тот, кто сделал из него неуловимое орудие смерти, никогда не дающее осечек."
6220,Willard (2003),Drama|Horror|Thriller,"Застенчивый молодой человек по имени Уиллард является объектом насмешек со стороны его коллег по работе. Он совершенно не приспособлен к жизни и не умеет налаживать взаимоотношения. Его единственными настоящими друзьями являются две крысы, Бен и Сократ, которые постоянно путешествуют с ним, и, пожалуй, новая симпатичная сотрудница офиса.  Личные и производственные неприятности приводят Уилларда на грань нервного срыва, а преднамеренное убийство Сократа, совершенное сотрудниками прямо на его рабочем месте превращает его жизнь в сплошную жажду мести.  Уиллард внезапно обнаруживает, что при помощи оставшегося в живых Бена он может управлять легионами его злобных и прожорливых собратьев. По городу прокатывается волна странных и ужасных убийств."
6222,Prozac Nation (2001),Drama,"Прозак — препарат, делающий жизнь человека счастливой. Она курит травку и учится в Гарварде. Она пишет лучшие музыкальные обзоры и публикуется в журнале «Rolling Stone». Она временами грустит, а иногда закатывает развеселые вечеринки. Она пьет шампанское из горлышка и срывается в крик на окружающих. Она обязательно станет знаменитой, ведь ее зовут Элизабет Вурцель. Надо только немного разобраться в своей жизни и пережить встречу с человеком, выписывающим рецепты на счастье…"
6223,Spun (2001),Comedy|Crime|Drama,"Росс, безработный студент-недоучка, знакомится в доме своего дилера 'Паука' Майка с производителем метамфетамина Куком и его подружкой-стриптизершей. Так началось стремительное, головокружительное трехдневное путешествие Росса по волнам безумия, в котором он потерял представление не только о времени и месте, но и самом себе. Сможет ли он вернуться ?"
6225,King of Kings (1961),Drama,"Блаженны нищие духом, ибо их есть Царство Небесное. Блаженны плачущие, ибо они утешатся. Блаженны кроткие, ибо они наследуют землю. Блаженны алчущие и жаждущие правды, ибо они насытятся. Блаженны милостивые, ибо они помилованы будут. Блаженны чистые сердцем, ибо они Бога узрят... Потрясающее кинополотно, нестареющая классика о жизни Величайшего из великих, когда-либо ходивших по этой грешной земле - Иисусе Христе."
6228,"Talk of the Town, The (1942)",Comedy|Romance|Thriller,"Когда огонь уничтожает деревообрабатывающую фабрику и в пламени погибает диспетчер Клайд Бракен, пострадавший владелец предприятия Эндрю Холмс обвиняет своего служащего Леопольда Дилга в поджоге и убийстве. Арестованный Леопольд сбегает из тюрьмы и прячется в доме своей приятельницы, школьной учительницы Норы Шелли.  Девушка отнюдь не рада такому гостю, потому что дом сдан на летний сезон Майклу Лайткэпу, уважаемому профессору юриспруденции, ожидающему назначение в Верховный суд и желающему посвятить это лето работе над своими трудами в тихом, укромном месте.  Учительница перед профессором выдает Леопольда за своего садовника, но тот вскоре узнает истинную причину пребывания парня в доме. В итоге выясняется, что молодой человек стал пешкой в игре коррумпированных органов местной власти, а диспетчер, который якобы сгорел в пламени, жив и здоров."
6232,Born Free (1966),Adventure|Children|Drama,"Фильм был снят в Африканской саванне по одноименному бестселлеру известной писательницы и натуралиста Джой Адамсон. Картина рассказывает о судьбе львицы Эльсы, еще детенышем попавшей к супругам Адамсон. Они не только спасают малышку от неминуемой гибели, но и, вырастив ее, возвращают назад в дикую природу потому, что она была рождена свободной. Авторам удалось превосходно запечатлеть и передать с помощью средств кино красоту природы и животного мира Кении."
6234,Equus (1977),Drama|Mystery,"Мартин Дайсарт расследует жестокий случай ослепления шести лошадей металлическим шипом в конюшне Гэмпшира, в Англии. Злодеяние было совершено скромным семнадцатилетним парнем по имени Алан Стрэнг, единственным сыном самоуверенного, но робкого отца и благородной, религиозной матери. Дайсарт обнаруживает демонов внутри мальчика и сталкивается лицом к лицу со своими собственными."
6235,Europa Europa (Hitlerjunge Salomon) (1990),Drama|War,"После вторжения немцев в Польшу он оказывается в детском доме в СССР, где становится пионером, а затем и комсомольцем. Но вскоре после начала войны Соломон попадает в плен к немцам, где называет себя немцем из Гродно, чьи родители погибли от рук большевиков. Он становится кем-то вроде сына полка в немецкой части…"
6237,"Glenn Miller Story, The (1953)",Drama,"Великолепный музыкальный фильм – биография, в котором Гленн Миллер и его биг-бенд вновь исполнят для вас свои бесподобные хиты. Захватывающая картина, посвященная легендарному американскому музыканту, рассказывает о его восхождении в начале сороковых годов XX века от бедности и безвестности к славе и богатству. В фильме играют великие Джимми Стюарт и Джун Эллисон, звучит оригинальная музыка Миллера в исполнении оркестра Гленна Миллера и таких выдающихся музыкантов, как Луи Армстронг, Джин Крупа, Фрэнсис Лэнгфорд и The Modernaries. Дополняют великолепный состав исполнителей любимцы публики – Генри Морган (M*A*S*H), Чарльз Дрейк и Джордж Тобиас. Благодаря дирижерскому искусству Энтони Мана динамический свинг Гленна Миллера оживает вновь!"
